id,college_name,university_id,affiliation,status,domain_name
11469,"SRI LAKSHMI HAYAGREEVA INSTITUTE OF SCIENCE ,COMMERCE, MANAGEMENT, DIVANS ROAD,",288,Affiliated College,1,
11470,"SRI LAKSHMI VENKATESWARA B.ED COLLEGE, KUDLIGI - 583 135",309,Affiliated College,1,
11471,"SRI LAKSHMINARASIMHA SAMSKRITA COLLEGE, JAMKHANDI",277,Affiliated College,1,
11472,SRI MADDANESHWARA GOVERNMENT FIRST GRADE COLLEGE KABBALLI,288,Affiliated College,1,
11473,SRI MAHADESHWARA GOVERNMENT FIRST GRADE COLLEGE KOLLEGAL,288,Affiliated College,1,
11474,SRI MAHALINGESHWARA SAMSKRIT COLLEGE,277,Affiliated College,1,
11475,"SRI MAHAVEERA COLLEGE, KODANGALLU P.O. MOODABIDRI-574197",286,Affiliated College,1,
11476,"SRI MALEMAHADESHWARA SAMSKRITA COLLEGE, KOLLEGAL",277,Affiliated College,1,
11477,"SRI MALIY APPAIAH SWAMI EDU., COLLEGE, GADDANKERI",749,Affiliated College,1,
11478,"SRI MALLIKARJUNASWAMY FIRST GRADE COLLEGE, MATTIGHATTA",302,Affiliated College,1,
11479,"SRI MANGILAL SUNDAR BAI GOTAWAT JAIN COLLEGE OF ARTS & COMMERCE, # 17- C CROOS, CHINMAYA MISSION RD, INDIRANAGAR IIND STAGE, BANGLAORE-38.",263,Affiliated College,1,
11480,"SRI MANJARI HANUMANTHAPPA COLLEGE OF EDUCATION, DAVANGERE-577004",267,Affiliated College,1,
11481,"SRI MARUTHI FIRST GRADE COLLEGE, HOLALURU.",284,Affiliated College,1,
11482,"SRI MEDHA DAKSHINAMURTHY VEDABHAVANA SAMSKRITA COLLEGE, GOKARNA",277,Affiliated College,1,
11483,"SRI MV NAGATHAN ARTS COLLEGE, NIDAGUNDI",749,Affiliated College,1,
11484,SRI NANDISHWARA RURAL COLLEGE OF EDUCATION HARIHARA,267,Affiliated College,1,
11485,"SRI NARAYANGURU COLLEGE, KURDOLI, MANGALORE-575003",286,Affiliated College,1,
11486,"SRI NATARAJA RESIDENTIONAL FIRST GRADE COLLEGE FOR WOMEN, MYSORE",288,Affiliated College,1,
11487,"SRI NIRANJANA SWAMY FIRST GRADE COLLEGE, SUNKADAKATTE, BAJPE",286,Affiliated College,1,
11488,SRI NIRVANASWAMY COLLEGE OF NURSING,295,Affiliated College,1,
11489,"SRI P N CHAVAN MEMORIAL COLLEGE OF EDU., HITTINA HALLI-LT",749,Affiliated College,1,
11490,"SRI PANCHALINGESHWARA ARTS AND COMMERCE FIRST GRADE COLLEGE, DHARMAPURA",267,Affiliated College,1,
11491,"SRI PHIRANGISWAMY SAMSKRIT COLLEGE, TUMKUR",277,Affiliated College,1,
11492,"SRI POORNAPRAJNA VIDYAPEETHA SAMSKRITA COLLEGE, BANGALORE",277,Affiliated College,1,
11493,"SRI PREMAKANTHI COLLEGE OF EDUCATION, BHANDARKAR COMPLEX, MANNAGUDDA, MANGALORE",286,Affiliated College,1,
11494,"SRI RAGAVENDRA COLLEGE OF EDUCATION, CHITRADURGA",267,Affiliated College,1,
11495,"SRI RAGAVENDRA COLLEGE OF EDUCATION, MALLLADIHALLI, CHITRADURGA DISTRICT",267,Affiliated College,1,
11496,"SRI RAGHAVENDRA BHARATI SAVEDA SAMSKRITA COLLEGE, HONNAVAR",277,Affiliated College,1,
11497,"SRI RAGHAVENDRA COLLEGE OF EDUCATION, NO.24, CHINMAYA HILLS, PIPELINE ROAD, CHIKKABANAVARA POST, BANGALORE -90",263,Affiliated College,1,
11498,SRI RAGHAVENDRA COLLEGE OF NURSING,295,Affiliated College,1,
11499,SRI RAGHAVENDRA COLLEGE OF PHARMACY,295,Affiliated College,1,
11500,"SRI RAJARAJESHWARI SAMSKRITA COLLEGE, SIRSI",277,Affiliated College,1,
11501,SRI RAJIV GANDHI COLLEGE OF DENTAL SCIENCES,295,Affiliated College,1,
11502,"SRI RAM KUNJESHWARA COLLEGE, RAMAKUNJA POST, PUTTUR-5742141",286,Affiliated College,1,
11503,"SRI RAMA FIRST GRADE COLLEGE, HANUMAN NAGARM KALLADKA, BANTWAL TALUK",286,Affiliated College,1,
11504,SRI RAMAKRISHNA COLLEGE OF NURSING,295,Affiliated College,1,
11505,"SRI RAMAKRISHNA COLLEGE, SRS HOME CAMPUS, BUNTS HOSTEL CIRCLE, MANGALORE-3",286,Affiliated College,1,
11506,SRI RAMANA MAHARSHI COLLEGE OF NURSING,295,Affiliated College,1,
11507,"SRI RANGA COLLEGE OF EDUCATION, KARMAL MATHASHRAMA ROAD,HEMAVATHI NAGAR",288,Affiliated College,1,
11508,"SRI RANGA FIRST GRADE COLLEGE, HEMAVATHI NAGAR",288,Affiliated College,1,
11509,"SRI RANGANATHA FIRST GRADE COLLEGE, SIRA",302,Affiliated College,1,
11510,"SRI RENUKACHARYA ARTS COLLEGE, HORTI",749,Affiliated College,1,
11511,"SRI REVANA SIDDESHWARA INSTITUTE OF TECHNOLOGY, BANGALORE",308,Affiliated College,1,
11512,SRI RUDRESHWARA SAMSKRIT COLLEGE,277,Affiliated College,1,
11513,"SRI SADASHIVA B.ED COLLEGE, MUDHOL",749,Affiliated College,1,
11514,"SRI SADGURU KABHIRANANDHA SANSKRIT COLLEGE, CHITRADURGA",277,Affiliated College,1,
11515,"SRI SADGURU SAINATH DEGREE COLLEGE, NO.165, KOODLU VILLAGE, MADIVALA POST, BANGALORE -68 (SCT FIRST GRADE COLLEGE)",263,Affiliated College,1,
11516,"SRI SAI COLLEGE FOR WOMEN, #1889, 3RD CROSS, II STAGE,RAJAJINAGAR, BANGLAORE-10",263,Affiliated College,1,
11517,SRI SAIRAM COLLEGE OF ENGINEERING,308,Affiliated College,1,
11518,"SRI SARADAR BHUTA SINGHJI COLLEGE PHYSICAL EDUCATION. IMANAGALA, HIRIYUR TALUK",267,Affiliated College,1,
11519,SRI SATHYA SAI COLLEGE,295,Affiliated College,1,
11520,SRI SATHYA SAI COLLEGE OF HOMOEOPATHIC MEDICAL SCIENCE,295,Affiliated College,1,
11521,SRI SATHYA SAI INST. MEDICAL SCIENCES,295,Affiliated College,1,
11522,SRI SATHYA SAI INST. OF MEDICAL SCIENCES,295,Affiliated College,1,
11523,SRI SATHYA SAI INST. OF MEDICAL SCIENCES_PARAMEDICAL,295,Affiliated College,1,
11524,SRI SATHYA SAI INSTITUTE OF HIGHER MEDICAL SCIENCES,295,Affiliated College,1,
11525,"SRI SBSS FINE ARTS COLLEGE, RATTIHALLI",275,Recognized Center,1,
11526,SRI SHAMBHULINGESHWARA COLLEGE OF EDUCATION JAYANTHI NAGAR PANDAVAPURA TQ,288,Affiliated College,1,
11527,SRI SHANKAR VILASA SAMSKRIT COLLEGE,277,Affiliated College,1,
11528,SRI SHANTHINI COLLEGE OF NURSING,295,Affiliated College,1,
11529,SRI SHARADA COLLEGE OF NURSING,295,Affiliated College,1,
11530,"SRI SHARADA COLLEGE, BASRUR, KUNDAPURA-576211",286,Affiliated College,1,
11531,"SRI SHARADA FIRST GRADE WOMENS COLLEGE, BATARAYANAPURA, MYSORE ROAD, BANGALORE-26",263,Affiliated College,1,
11532,"SRI SHARADA WOMENS COLLEGE, SULLIA-574239",286,Affiliated College,1,
11533,"SRI SHIVALINGESHWARA GOVERNMENT FIRST GRADE COLLEGE, CHANNAGERI",267,Affiliated College,1,
11534,"SRI SHRIMATA SAMSKRITA COLLEGE, YELLAPUR",277,Affiliated College,1,
11535,"SRI SIDDAGANA ARTS AND COMMERCE COLLEGE, NELAMANGALA-562 123,",263,Affiliated College,1,
11536,SRI SIDDAGANGA COLLEGE OF PHYSICAL EDUCATION,302,Affiliated College,1,
11537,"SRI SIDDARTHA ARTS, SCIENCE AND COMMERCE FIRST GRADE COLLEGE",302,Affiliated College,1,
11538,SRI SIDDARTHA CENTRE FOR MEDIA STUDIES,302,Affiliated College,1,
11539,SRI SIDDARTHA COLLEGE OF EDUCATION,302,Affiliated College,1,
11540,SRI SIDDARTHA COLLEGE OF NURSING,295,Affiliated College,1,
11541,SRI SIDDARTHA INSTITUTE OF BUSINESS MANAGEMENT,302,Affiliated College,1,
11542,SRI SIDDARTHA INSTITUTE OF MANAGEMENT STUDIES,302,Affiliated College,1,
11543,SRI SIDDESHWARA SAMSTHES COLLEGE OF NURSING,295,Affiliated College,1,
11544,"SRI SIDDHALINGESHWARA VEDA SAMSKRITA COLLEGE, SIDHHAGANGA",277,Affiliated College,1,
11545,"SRI SIDDHARTHA CENTRE FOR MEDI STUDIES, SSIT CAMPUS, MARALUR, TUMKUR- 572105",286,Recognized Center,1,
11546,"SRI SIDDHARTHA DENTAL COLLEGE, TUMKUR",299,Constituent / University College,1,
11547,"SRI SIDDHARTHA INSTITUTE OF TECHNOLOGY, TUMKUR.",299,Constituent / University College,1,
11548,"SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR",299,Constituent / University College,1,
11549,SRI SIDDRAMESHWAR EDUCATION SOCIETYS CHANDRAGERI COLLEGE OF EDUCATION FOR WOMEN SHIVABASAVA NAGARBELGUAM-591 102,281,Affiliated College,1,
11550,"SRI SIGANDOORESHWARI ARTS, SCIENCE & COMMERCE COLLEGE, SAGARA.",284,Affiliated College,1,
11551,SRI SRI AYURVEDIC MEDICAL COLLEGE,295,Affiliated College,1,
11552,"SRI T.V.VENKATASWAMY COLLEGE OF EDUCATION, MADHUGIRI",302,Affiliated College,1,
11553,"SRI T.V.VENKATASWAMY FIRST GRADE COLLEGE, MADHUGIRI",302,Affiliated College,1,
11554,"SRI TARALABALU JAGADGURU COLLEGE OF PHYSICAL EDUCATION, DAVANGERE.",267,Affiliated College,1,
11555,"SRI TONTADARYA COLLEGE OF ENGINEERING, GADAG",308,Affiliated College,1,
11556,"SRI TUNGABHADRA DEGREE COLLEGE, TARIKERE.",284,Affiliated College,1,
11557,"SRI V V SS VERESHWAR V V SANGHAS COLLEGE OF EDU., NALATWAD",749,Affiliated College,1,
11558,"SRI VANI VILAS URS FIRST GRADE COLLEGE FOR WOMEN, NAZARBAD MYSORE",288,Affiliated College,1,
11559,"SRI VARDHAMAN MAHAVEER JAIN EVENING COLLEGE, 17TH C CROSS, CMH ROAD, 2ND STAGE, INDIRANAGAR, BANGALORE -38",263,Affiliated College,1,
11560,"SRI VEERABHADRESHWARA COLLEGE OF EDUCATION, THALAGUNADA, SHIKARIPURA TALUKA.",284,Affiliated College,1,
11561,"SRI VENKARAMANA SWAMY COLLEGE, BANTWAL-574211",286,Affiliated College,1,
11562,"SRI VENKATARAJU INSTITUTE OF MANAGEMENT, #11, 3RD CROSS, PUTTENAHLLY MN ROAD, KR LAYOUT, JP NAGAR, 6TH PHASE, BANGALORE -78,",263,Affiliated College,1,
11563,"SRI VENKATESHWAR COLLEGE OF EDUCATION, NO. 1/18, 8TH CROSS, MARUTHINAGAR, MADIVALA, BANGALORE 68.",263,Affiliated College,1,
11564,"SRI VENKATESHWARA COLLEGE OF EDUCATION, CHITRADURGA",267,Affiliated College,1,
11565,"SRI VENKATESHWARA COLLEGE OF ENGINEERING, BANGALORE",308,Affiliated College,1,
11566,SRI VENKATESHWARA COLLEGE OF NURSING_PEENYA,295,Affiliated College,1,
11567,"SRI VENKATESHWARA COLLEGE OF SCIENCE & MANAGEMENT STUDIES, K.R. PURAM, BANGALORE -36,",263,Affiliated College,1,
11568,"SRI VENKATESHWARA COLLEGE,#1/18, 8TH CROSS, MARUTHINAGAR, BANGALORE -68",263,Affiliated College,1,
11569,"SRI VENKATESHWARA FIRST GRADE COLLEGE, CHITRADURGA.",267,Affiliated College,1,
11570,"SRI VENKATESHWARA FIRST GRADE COLLEGE, HULIYURUDURGA",302,Affiliated College,1,
11571,SRI VENKATESHWARA INSTITUTE OF NURSING SCIENCES HONGASANDRA,295,Affiliated College,1,
11572,SRI VIJAYAKUMAR COLLEGE OF NURSING,295,Affiliated College,1,
11573,"SRI VIJAYENDRA B.ED. COLLEGE, YERNAGANA HALLI ROAD, OORGAUMPET, KGF-563 117.",263,Affiliated College,1,
11574,SRI VISHNU COLLEGE OF NURSING,295,Affiliated College,1,
11575,"SRI VIVEKANANDA COLLEGE OF ARTS, SCIENCE & COMMERCE, NEHRU NAGAR, PUTTUR-574203",286,Affiliated College,1,
11576,"SRI VIVEKANANDA KALAMANDIRA, RAIBAG",275,Recognized Center,1,
11577,"SRI VVSS VEERESHWARA ARTS COLLEGE, NALATAWAD",749,Affiliated College,1,
11578,SRI YADATHORE B ED COLLEGE SRI RAMA BLOCK K.R NAGAR,288,Affiliated College,1,
11579,"SRI YASHODARAMMA BORAPPA WOMENS FIRST GRADE COLLEGE, CHITRADURGA.",267,Affiliated College,1,
11580,SRI. BAPUGOUDA DARSHNAPUR MEMORIAL COLLEGE FOR WOMEN GULBARGA,281,Affiliated College,1,
11581,"SRI. BASAVESHWARA DEGREE COLLEGE, SIRUGUPPA.",309,Affiliated College,1,
11582,"SRI. BEERALINGHESHWARA FIRST GRADE COLLEGE, MALEBENNUR",267,Affiliated College,1,
11583,SRI. DHARMASTHALA MANJUNATHESHWARA COLLEGE OF NATUROPATHY & YOGIC SCIENCES CENTRE,295,Affiliated College,1,
11584,"SRI. GAVISIDDESWARA ARTS, SCIENCE & COMMERCE COLLEGE, KOPPAL - 583 231.",309,Affiliated College,1,
11585,"SRI. GAVISIDDESWARA COLLEGE OF EDUCATION, KOPPAL.",309,Affiliated College,1,
11586,"SRI. GOVINDATHEERTHA COLLEGE, VISVESHWARANAGAR, NANDI CHIKKABALLAPUR ROAD, CHIKKABALLAPUR DIST.",263,Affiliated College,1,
11587,"SRI. GURUBASAPPA REVANSIDAPPA GOLED ARTS & COMMERCE COLLEGE FOR WOMEN, SHAHABAD",281,Affiliated College,1,
11588,"SRI. GURUTHIPPERUDRA COLLEGE, GANDHINAGAR, BELLARY - 583 103.",309,Affiliated College,1,
11589,"SRI. H.R. SRI RAMULU MEMORIAL COLLEGE, GANGAVATHI.",309,Affiliated College,1,
11590,"SRI. KOLLINAGESWARA RAO GANGAIAH GOVT FIRST GRADE COLLEGE, GANGAVATHI.",309,Affiliated College,1,
11591,"SRI. MAATA DEGREE COLLEGE, HOSPET - 583 201.",309,Affiliated College,1,
11592,"SRI. MANJUNATHA SWAMY FIRST GRADE COLLEGE, DAVANGERE",267,Affiliated College,1,
11593,"SRI. PAMPANNA SHARANAPPA GUGGALASHETTY, GOVT., FIRST GRADE COLLEGE, KANAKAGIRI.",309,Affiliated College,1,
11594,"SRI. PARSHWANTHA COLLEGE OF EDUCATION, CHANNAGIRI.",267,Affiliated College,1,
11595,SRI. RAJARAJESHWARI FIRST GRADE COLLEGE JAGALUR,267,Affiliated College,1,
11596,"SRI. RAMBAPURI JAGADGURU VEERAGANGADHAR ARTS & COMMERCE COLLEGE, SHIGGAON",282,Affiliated College,1,
11597,"SRI. RENUKA COLLEGE OF PHYSICAL EDUCATION, H.B. HALLI - 583 212",309,Affiliated College,1,
11598,"SRI. S. KARIYAPPA COLLEGE OF EDUCATION, RS CAMPUS, MG ROAD, KANAKAPURA-562 117, RAMANAGAR DISTRICT.",263,Affiliated College,1,
11599,"SRI. SAI SATHYANARAYANA COLLEGE, NO.25, RM NAGAR MAIN ROAD, DODDABANASWADI, BANGALORE -43",263,Affiliated College,1,
11600,"SRI. SHIVALINGESHWAR DEGREE COLLEGE FOR WOMEN, HAVERI-581 110",281,Affiliated College,1,
11601,"SRI. SIDDALINGESWARA FIRST GRADE COLLEGE, KHANAMADUGU.",309,Affiliated College,1,
11602,"SRI. TUNNUR SIDDAMMA MALLANAGOUD ARTS COLLEGE FOR WOMEN, YADGIR-585 201",281,Affiliated College,1,
11603,"SRI. VEJAYA SANGAMESHWARA COLLEGE OF EDUCATION, HOSADURGA",267,Affiliated College,1,
11604,"SRI. VENKATESHWARA COLLEGE, I CROSS, KARANJIKATTE, KOLAR-563 101(9-10/10-11)",263,Affiliated College,1,
11605,"SRI. VIJAY MAHANTESH ARTS & COMMERCE COLLEGE FOR WOMEN, ILKAL-587 125",281,Affiliated College,1,
11606,"SRI. VIJAYACHANDRASHEKARA COLLEGE OF EDUCATION, KUSHTAGI.",309,Affiliated College,1,
11607,"SRI.BHADRAKALI FIRST GRADE ARTS COLLEGE, GOKARNA.",282,Affiliated College,1,
11608,"SRI.JAGADGURU FAKKIRESHWAR GOVT., I GRADE COLLEGE, SHIRAHATTI.",282,Affiliated College,1,
11609,"SRI.JNANESHWARI COLLEGE OF EDUCATION, SAGAR ROAD, AYODHYA NAGAR, BHATKAL.",282,Affiliated College,1,
11610,SRIDEVI FIRST GRADE COLLEGE,302,Affiliated College,1,
11611,SRIDEVI INSTITUTE OF MANAGEMENT STUDIES,302,Affiliated College,1,
11612,SRIDEVI POST GRADUATE CENTRE,302,Affiliated College,1,
11613,"SRIKANTHA FIRST GRADE COLLEGE FOR WOMEN, MYSORE",288,Affiliated College,1,
11614,"SRIKARI DEGREE COLLEGE, HOSPET - 583 201",309,Affiliated College,1,
11615,SRILAKSHMI COLLEGE OF NURSING,295,Affiliated College,1,
11616,SRILAKSHMI COLLEGE OF NURSING_BANGALORE,295,Affiliated College,1,
11617,"SRIMANMADHWA SIDHHANTA PRABODHINI SAMSKRITA COLLEGE, UDUPI",277,Affiliated College,1,
11618,SRINIDHI COLLEGE OF NURSING HOMMADEVANAHALLI,295,Affiliated College,1,
11619,"SRINIVAS COLLEGE OF EDUCATION, SRINIVAS CAMPUS, PANDESHWARA, MANGALORE - 1",286,Affiliated College,1,
11620,"SRINIVAS COLLEGE OF HOTEL MANAGEMENT, SRINIVAS CAMPUS, PANDESHWAR, MANGALORE-575001",286,Affiliated College,1,
11621,"SRINIVAS INSTITUTE OF MANAGEMENT STUDIES, PANDESHWARA, MANGALORE",286,Affiliated College,1,
11622,"SRINIVAS INSTITUTE OF MEDICAL SCIENCE AND RESEARCH CENTRE, MANGLORE",295,Affiliated College,1,
11623,"SRINIVAS INSTITUTE OF TECHNOLOGY, MAGALORE",308,Affiliated College,1,
11624,"SRINIVAS SCHOOL OF ENGINEERING, MANGALORE",308,Affiliated College,1,
11625,"SRINIVAS SCHOOL OF MANAGEMENT, A SHAMA RAO FOUNDATION, INTEGRATED CAMPUS, MUKKA, MANGALORE-575021",286,Affiliated College,1,
11626,SRINIVASA COLLEGE OF PHARMACY,295,Affiliated College,1,
11627,SRINIVASA COLLEGE OF PHYSIOTHERAPY,295,Affiliated College,1,
11628,SRINIVASA INSTITUTE OF NURSING SCIENCES,295,Affiliated College,1,
11629,"SRISHAILA COLLEGE OF EDUCATION, HARIHARA",267,Affiliated College,1,
11630,"SRS FIRST GRADE COLLEGE, KITHIGANAHALLI, BOMMASANDRA POST, HOSUR ROAD, BANGALORE -99",263,Affiliated College,1,
11631,"SRU VENKATARAMAN WOMENS COLLEGE, KARKALA - 574104",286,Affiliated College,1,
11632,SRUJANAKALA FINE ARTS COLLEGE DHARWAD,282,Affiliated College,1,
11633,"SRUSHTI COLLEGE, #92, KARTHIK NAGAR, MARATHAHALLI OUTER RING ROAD, BANGALORE -560 037, (10-11)",263,Affiliated College,1,
11634,"SS COLLEGE OF ARTS & COMMERCE, SHARADA STHREE SAMAJA, #39, ALBERT VICTOR ROAD, I MAIN, CHAMARAJPET, BANGALORE -560 018.(10-11)",263,Affiliated College,1,
11635,SS INSTITUTE OF NURSING SCIENCES,295,Affiliated College,1,
11636,"SSESS SHRI VIVEKANANDA BCA COLLEGE, HARUGERI",749,Affiliated College,1,
11637,"SSK SHRI. TULAJABHAVANI EDUCATION SOCIETYS SSK ARTS & COMMERCE COLLEGE, MT MILL ROAD, CHANUKYA PURI, HUBLI - 24",282,Affiliated College,1,
11638,"SSMB COLLEGE OF EDUCATION FOR WOMEN, DAVANGERE-577005",267,Affiliated College,1,
11639,"SSMRV COLLEGE,NO.17, 26TH MAIN, 36TH CROSS, JAYANAGAR, 4TH T BLOCK, BANGALORE-41.",263,Affiliated College,1,
11640,"SSR COLLEGE OF SCIENCE & COMMERCE,#11, 60 FEET ROAD, AMARJYOTHI NAGAR, VIJAYANAGAR EXTENSION, BANGALORE-40.",263,Affiliated College,1,
11641,"SSR COLLEGE OF SCIENCE & MANAGEMENT STUDIES, NO.25/4, KYLASANAHALLI, KR PURAM HOBLI, BANGALORE EAST.",263,Affiliated College,1,
11642,"SSVSS H S PATIL B.P.ED COLLEGE, TALIKOTI",749,Affiliated College,1,
11643,"SSVVS KUMARI MONICA BASAVARAJ KANNI B.ED COLLEGE, BIJAPUR",749,Affiliated College,1,
11644,"ST ALOYSIUS COLLEGE, HARIHAR",267,Affiliated College,1,
11645,"ST IGNATIUS INSTITUTE OF HEALTH SCIENCES, HONAVAR",295,Affiliated College,1,
11646,"ST JOSEPH FIRST GRADE COLLEGE, MYSORE",288,Affiliated College,1,
11647,ST. AGNES CENTRE FOR POST GRADUATE STUDIES AND RESEARCH,295,Affiliated College,1,
11648,"ST. AGNES COLLEGE, MANGALORE-575002",286,Affiliated College,1,
11649,"ST. ALOYSIUS COLLEGE (AUTONOMOUS), MANGALORE",286,Recognized Center,1,
11650,"ST. ALOYSIUS COLLEGE, MANGALORE-575003",286,Affiliated College,1,
11651,"ST. ALOYSIUS DEGREE COLLEGE, ST. ALOYSIUS PU CAMPUS, COX TOWN, BANGALORE -05",263,Affiliated College,1,
11652,"ST. ALOYSIUS EVENING COLLEGE, MANGALORE",286,Affiliated College,1,
11653,"ST. ALOYSIUS INSTITUTE OF EDUCATION, MANGALORE",286,Affiliated College,1,
11654,ST. ANN�S COLLEGE OF NURSING,295,Affiliated College,1,
11655,ST. ANN�S INSTITUTE OF HEALTH SCIENCES,295,Affiliated College,1,
11656,"ST. ANNES EVENING COLLEGE, #2 CAMBRIDGE ROAD, ULSOOR, BANGALORE-560 008.(9-10/10-11)",263,Affiliated College,1,
11657,ST. ANNS COLLEGE OF EDUCATION MANGALORE,286,Affiliated College,1,
11658,"ST. ANNS COLLEGE OF EDUCATION, MANGALORE",286,Recognized Center,1,
11659,"ST. ANNS FGC FOR WOMEN, #4, MILLERS ROAD, BANGALORE-52",263,Affiliated College,1,
11660,"ST. ANNS FGC FOR WOMEN, NO.2, CAMBRIDGE RD, ULSORR, BANGALORE-85",263,Affiliated College,1,
11661,"ST. CHARLES DEGREE COLLEGE, BHADRAVATHI.",284,Affiliated College,1,
11662,"ST. CLARET COLLEGE, MES ROAD, 5TH CROSS, 1ST MAIN, SHARADAMBANGAR, BANGALORE-13",263,Affiliated College,1,
11663,"ST. FRANCIS B.ED. COLLEGE, SEVASADHAN INSTIUTE OF KORAMANGALA, BOX NO.3417, 3RD BLOCK, SARJAPUR ROAD, BANGALORE -34",263,Affiliated College,1,
11664,"ST. FRANCIS SALES COLLEGE, MERMIER NAGAR, HUSKUR GATE, ELECTRONIC CITY POST, BANGALORE -100.",263,Affiliated College,1,
11665,"ST. GEORGE COLLEGE OF MANAGEMENT, BANASAWAVDI, OMBR LAYOUT, BANGALORE-33",263,Affiliated College,1,
11666,ST. GEORGE COLLEGE OF NURSING,295,Affiliated College,1,
11667,"ST. HOPKINS COLLEGE, EBONY 7/1 EAGLE STREET, HOSUR ROAD, LONGFORD TOWN, BANGALORE-560 025 PH:9945168069 (2011-12)",263,Affiliated College,1,
11668,ST. JOHN�S COLLEGE OF PHARMACY,295,Affiliated College,1,
11669,ST. JOHN�S COLLEGE OF PHYSIOTHERAPY,295,Affiliated College,1,
11670,"ST. JOHNS COLLEGE OF MANAGEMENT. NO. 6, 9TH CROSS, 2ND MAIN, VIJAYANAGARA 2ND STAGE, BANGALORE-40",263,Affiliated College,1,
11671,ST. JOHNS COLLEGE OF NURSING,295,Affiliated College,1,
11672,ST. JOHNS INSTITUTE OF NURSING,295,Affiliated College,1,
11673,ST. JOHNS MEDICAL COLLEGE,295,Affiliated College,1,
11675,ST. JOHNS MEDICAL COLLEGE (RDT),295,Affiliated College,1,
11676,ST. JOHNS MEDICAL COLLEGE_PARAMEDICAL,295,Affiliated College,1,
11677,"ST. JOSEPH COLLEGE, JEPPU, MANGALORE",286,Affiliated College,1,
11678,"ST. JOSEPHER FIRST GRADE COLLEGE, CHIKMAGALUR.",284,Affiliated College,1,
11679,"ST. JOSEPHS ARTS & SCIENCE COLLEGE, PB 27094, LALBHAG RD,BANGALORE-27 (AUTONOMOUS)",263,Affiliated College,1,
11680,"ST. JOSEPHS COLLEGE OF EDUCATION,NO.55, UTTARAHALLI MAIN ROAD, BANGALORE-560 051.",263,Affiliated College,1,
11681,"ST. JOSEPHS COLLEGE OF NURSING, MYSORE",295,Affiliated College,1,
11682,"ST. JOSEPHS DEGREE COLLEGE, CHOUDLU VILLAGE, SOMAVARPET-571236",286,Affiliated College,1,
11683,ST. MARY�S COLLEGE OF NURSING,295,Affiliated College,1,
11684,ST. MARY�S INSTITUTE OF NURSING,295,Affiliated College,1,
11685,"ST. MARYS COLLEGE OF EDUCATION, CHITRADURGA",267,Affiliated College,1,
11686,"ST. MARYS SYRIAN COLLEGE, BRAHMAVAR-576213",286,Affiliated College,1,
11687,"ST. PAULS COLLEGE OF EDUCATION, NO.1, 2ND MAIN, BDA LAYOUT, PTTEGARAPALYA BANGALORE -79.",263,Affiliated College,1,
11688,"ST. PHILOMENA COLLEGE, PHILOMENA NAGAR, DARBE, PUTTUR-574202",286,Affiliated College,1,
11689,ST. PHILOMINAS COLLEGE OF NURSING,295,Affiliated College,1,
11690,"ST. RAYMONDS COLLEGE, VAMANJOOR, MANGALORE-575028",286,Affiliated College,1,
11691,"ST. THERESA INSTITUTE OF MANAGEMENT STUDIES, NO.28/29, HESARUGATTA RAOD, T. DASARAHALLI, MALLASANDRA, BANGLAORE-560 057",263,Affiliated College,1,
11692,ST. VINCENT PALLOTTI DEGREE COLLEGE,263,Affiliated College,1,
11693,"ST.ANNS WOMENS COLLEGE, RAMAMURTHYNAGAR, BANGALORE -16",263,Affiliated College,1,
11694,"ST.JOSEPH FIRST GRADE COLLEGE SARASWATHIPURAM, SAMPANGI ROAD",288,Affiliated College,1,
11695,"ST.JOSEPHS COLLEGE OF COMMERCE, # 5031, MUSEUM ROAD, BANGLORE 25. (AUTONOMOUS)",263,Affiliated College,1,
11696,"ST.JOSEPHS COLLEGE OF EDUCATION, JAYALAKSHMI PURAM",288,Affiliated College,1,
11697,"ST.JOSEPHS EVENING COLLEGE, # 5031, MUSEUM ROAD, BANGLORE 25. (AUTONOMOUS)",263,Affiliated College,1,
11698,"ST.MARYS COLLEGE, SHIRVA-574116",286,Affiliated College,1,
11699,"ST.PHILOMINAS COLLEGE , BANNIMANTAP",288,Affiliated College,1,
11700,"ST.PHILOMINAS FIRST GRADE COLLEGE FOR WOMEN, SARSWATHIPURAM,SALIGAME ROAD",288,Affiliated College,1,
11701,"ST.XAVIER BUSINESS ADMINISTRATION COLLEGE, BELGAUM",749,Affiliated College,1,
11702,"STCT FIRST GRADE COLLEGE, NO.1, TUNGANAGAR ROAD, BYADARAHALLI, MAGADI MAIN ROAD, BANGALORE-91",263,Affiliated College,1,
11703,"STIRILING COLLEGE, SY.NO.4, ADJACENT TO BMW SHOWROOM, HOSUR ROAD, NEAR ELECTRONIC CITY, BANGALORE-560 100.",263,Affiliated College,1,
11704,"SUBBAIAH INSTITUTE OF MEDICAL SCIENCES, SHIMOGA",295,Affiliated College,1,
11705,"SUBHASH INSTITUTE OF BUSINESS MANAGEMENT, #1790/860, BIDADI-562 109. RAMANAGARAM TALUKU, BANGALORE RURAL DIST.",263,Affiliated College,1,
11706,SUFFAH INSTITUTE OF MANAGEMENT STUDIES,302,Affiliated College,1,
